x,Q2 (GeV^2),rate (Hz),A_clean,A_noisy,A_simplified,dA_stat,dA_sys_uncor,dA_sys_cor,d/u noisy,d/u clean,d/u PDF,d/u simplified,d/u shifted by 1 sig sys cor,d(d/u) from A_stat,d(d/u) from A_sys_uncor,d(d/u) from A_sys_cor,d(d/u) from sin^2(theta_w),d(d/u) from model
0.545,16.5,1.4296,-0.000924901,-0.000675904,-0.000923886,0.000352855,2.61602e-06,4.13628e-06,-0.243329,0.256755,0.254445,0.254445,-0.250646,0.803007,0.00595338,0.00731705,0.0163922,-0.0023099
0.545,17.5,187.883,-0.000985694,-0.000980038,-0.000984686,3.07793e-05,2.78797e-06,4.40816e-06,0.24426,0.256333,0.254176,0.254176,0.234898,0.0658849,0.0059678,0.00936177,0.0167747,-0.00215722
0.545,18.5,179.408,-0.00104626,-0.00107802,-0.00104526,3.14979e-05,2.95928e-06,4.67904e-06,0.321105,0.255953,0.253925,0.253925,0.31138,0.0636483,0.00597986,0.00972475,0.0170978,-0.00202813
0.545,19.5,140.78,-0.00110639,-0.00110809,-0.00110538,3.55576e-05,3.12934e-06,4.94792e-06,0.258865,0.255616,0.253691,0.253691,0.249402,0.0680544,0.00598931,0.00946332,0.0173556,-0.00192538
0.545,20.5,3.0551,-0.00116584,-0.0013171,-0.00116483,0.000241374,3.29751e-06,5.21382e-06,0.549348,0.255323,0.253472,0.253472,0.538538,0.438895,0.00599593,0.01081,0.0175431,-0.00185124
0.555,17.5,131.99,-0.000981474,-0.000961744,-0.000980531,3.67225e-05,2.77603e-06,4.38929e-06,0.208741,0.250472,0.248458,0.248458,0.199569,0.0784422,0.00592981,0.00917262,0.0166011,-0.00201418
0.555,18.5,156.682,-0.00104198,-0.00103931,-0.00104105,3.3705e-05,2.94717e-06,4.65989e-06,0.244727,0.250105,0.248214,0.248214,0.235376,0.0679606,0.0059425,0.00935151,0.0169369,-0.00189097
0.555,19.5,129.713,-0.00110213,-0.00109389,-0.00110119,3.70435e-05,3.11729e-06,4.92887e-06,0.234096,0.249776,0.247985,0.247985,0.224774,0.0707378,0.00595275,0.00932222,0.0172116,-0.00179027
0.555,20.5,30.2921,-0.0011617,-0.00123822,-0.00116075,7.66546e-05,3.28577e-06,5.19526e-06,0.392988,0.249485,0.247771,0.247771,0.38294,0.13905,0.00596032,0.0100483,0.0174204,-0.0017142
0.565,17.5,79.0655,-0.000977408,-0.000991754,-0.000976518,4.74471e-05,2.76453e-06,4.3711e-06,0.275787,0.24498,0.243085,0.243085,0.266353,0.101156,0.00589392,0.009434,0.0164309,-0.00189526
0.565,18.5,158.734,-0.00103784,-0.00107007,-0.00103696,3.34864e-05,2.93546e-06,4.64137e-06,0.31048,0.244625,0.242847,0.242847,0.300869,0.0673863,0.00590717,0.00961065,0.0167774,-0.00177784
0.565,19.5,126.878,-0.00109799,-0.00107041,-0.0010971,3.7455e-05,3.10558e-06,4.91035e-06,0.192392,0.244305,0.242625,0.242625,0.183282,0.071376,0.00591813,0.00911004,0.0170671,-0.00167975
0.565,20.5,67.3493,-0.00115764,-0.00120203,-0.00115675,5.14087e-05,3.27429e-06,5.17711e-06,0.32593,0.24402,0.242417,0.242417,0.316216,0.0930514,0.00592657,0.00971408,0.0172949,-0.00160295
0.575,17.5,34.6633,-0.000973327,-0.000953411,-0.000972491,7.16585e-05,2.75298e-06,4.35285e-06,0.197521,0.23948,0.237704,0.237704,0.188461,0.152481,0.00585804,0.00906034,0.0162608,-0.00177673
0.575,18.5,132.501,-0.00103366,-0.00102461,-0.00103283,3.66517e-05,2.92363e-06,4.62267e-06,0.22103,0.239138,0.237472,0.237472,0.211845,0.0736105,0.00587178,0.00918492,0.0166164,-0.00166582
0.575,19.5,122.359,-0.00109378,-0.00110251,-0.00109295,3.81404e-05,3.09367e-06,4.89152e-06,0.255509,0.238828,0.237257,0.237257,0.246154,0.0725333,0.00588337,0.00935517,0.0169191,-0.00157143
0.575,20.5,89.8224,-0.00115348,-0.00117277,-0.00115265,4.45154e-05,3.26252e-06,5.1585e-06,0.273691,0.238549,0.237054,0.237054,0.26424,0.0804016,0.0058926,0.00945121,0.0171638,-0.00149536
0.575,21.5,0.474,-0.00121255,-0.001015,-0.00121172,0.000612793,3.42962e-06,5.42271e-06,-0.0762873,0.238303,0.236864,0.236864,-0.0842653,1.05406,0.00589928,0.00797803,0.0173462,-0.00143913
0.585,17.5,4.2445,-0.000969273,-0.00114814,-0.00096849,0.000204781,2.74152e-06,4.33472e-06,0.651373,0.234051,0.232388,0.232388,0.640289,0.434928,0.00582263,0.0110842,0.016092,-0.00166309
0.585,18.5,127.224,-0.00102949,-0.00106109,-0.00102871,3.74041e-05,2.91184e-06,4.60402e-06,0.298022,0.233723,0.232164,0.232164,0.288532,0.0749766,0.00583679,0.00949022,0.0164552,-0.00155898
0.585,19.5,108.519,-0.00108955,-0.00110713,-0.00108878,4.04996e-05,3.08172e-06,4.87263e-06,0.267052,0.233423,0.231954,0.231954,0.257677,0.0768662,0.00584895,0.00937486,0.0167691,-0.00146897
0.585,20.5,95.5886,-0.00114927,-0.00120129,-0.0011485,4.31519e-05,3.25063e-06,5.13969e-06,0.329028,0.233152,0.231757,0.231757,0.319361,0.0777764,0.00585889,0.00966646,0.0170288,-0.00139468
0.585,21.5,18.5965,-0.00120845,-0.00103825,-0.00120767,9.78334e-05,3.41801e-06,5.40435e-06,-0.0403483,0.23291,0.231572,0.231572,-0.0484484,0.167914,0.00586642,0.00810008,0.0172298,-0.00133752
0.595,18.5,90.0726,-0.00102533,-0.00100912,-0.00102461,4.44536e-05,2.90008e-06,4.58544e-06,0.196183,0.228375,0.226919,0.226919,0.187167,0.0889384,0.00580221,0.00901552,0.0162943,-0.00145633
0.595,19.5,99.1598,-0.00108532,-0.00112873,-0.0010846,4.23677e-05,3.06975e-06,4.85371e-06,0.311946,0.228086,0.226715,0.226715,0.302404,0.0802548,0.00581486,0.00954127,0.0166179,-0.00137116
0.595,20.5,82.7687,-0.00114503,-0.00117844,-0.00114431,4.63735e-05,3.23864e-06,5.12074e-06,0.288774,0.227824,0.226525,0.226525,0.279316,0.0834134,0.00582544,0.00945741,0.0168907,-0.00129946
0.595,21.5,41.6516,-0.00120428,-0.00122686,-0.00120355,6.53713e-05,3.40622e-06,5.3857e-06,0.26662,0.227588,0.226345,0.226345,0.257246,0.11196,0.00583374,0.00937443,0.0171085,-0.00124253
0.605,18.5,53.6306,-0.0010212,-0.000954721,-0.00102052,5.76098e-05,2.88839e-06,4.56695e-06,0.094384,0.223095,0.221737,0.221737,0.0858293,0.115045,0.00576805,0.00855472,0.0161341,-0.0013576
0.605,19.5,94.645,-0.00108109,-0.00120208,-0.00108042,4.33665e-05,3.05779e-06,4.8348e-06,0.464658,0.222818,0.22154,0.22154,0.454463,0.0819898,0.00578114,0.0101944,0.016466,-0.0012776
0.605,20.5,83.1414,-0.00114077,-0.0010764,-0.0011401,4.62694e-05,3.22659e-06,5.10169e-06,0.110088,0.222565,0.221356,0.221356,0.101429,0.0830616,0.00579229,0.00865873,0.0167504,-0.0012091
0.605,21.5,58.4968,-0.00120006,-0.00117624,-0.00119939,5.51616e-05,3.39428e-06,5.36683e-06,0.182008,0.222335,0.221182,0.221182,0.173029,0.0942787,0.00580129,0.00897895,0.0169831,-0.00115328
0.615,18.5,32.9798,-0.0010171,-0.000898393,-0.00101646,7.34647e-05,2.87678e-06,4.54859e-06,-0.00615778,0.217886,0.216623,0.216623,-0.0142704,0.146439,0.00573435,0.00811266,0.0159751,-0.00126286
0.615,19.5,91.1384,-0.00107688,-0.00107953,-0.00107625,4.41929e-05,3.04587e-06,4.81594e-06,0.222637,0.217621,0.216433,0.216433,0.213547,0.0833959,0.00574783,0.00909013,0.016314,-0.00118819
0.615,20.5,85.0472,-0.00113651,-0.00108524,-0.00113588,4.57481e-05,3.21452e-06,5.08261e-06,0.12748,0.217377,0.216254,0.216254,0.118776,0.0819672,0.00575948,0.00870405,0.0166085,-0.00112331
0.615,21.5,63.5744,-0.00119581,-0.00112229,-0.00119518,5.29129e-05,3.38225e-06,5.34781e-06,0.0953774,0.217155,0.216086,0.216086,0.0867929,0.0902538,0.00576912,0.00858453,0.0168544,-0.00106929
0.615,22.5,9.3422,-0.0012546,-0.00126202,-0.00125397,0.000138032,3.54855e-06,5.61076e-06,0.229054,0.216954,0.215927,0.215927,0.219887,0.224697,0.00577657,0.00916614,0.017048,-0.00102706
0.625,18.5,8.8547,-0.00101303,-0.00129671,-0.00101244,0.00014178,2.86528e-06,4.5304e-06,0.864539,0.212755,0.211583,0.211583,0.852549,0.282106,0.00570115,0.0119898,0.0158177,-0.00117209
0.625,19.5,77.3952,-0.00107268,-0.00111746,-0.0010721,4.79563e-05,3.03401e-06,4.79719e-06,0.298572,0.212501,0.211398,0.211398,0.289183,0.0903322,0.00571496,0.00938863,0.0161623,-0.0011028
0.625,20.5,60.759,-0.00113224,-0.00110612,-0.00113166,5.4125e-05,3.20246e-06,5.06353e-06,0.16606,0.212268,0.211226,0.211226,0.157221,0.0967936,0.00572707,0.00883892,0.0164656,-0.00104182
0.625,21.5,60.0842,-0.00119153,-0.00125575,-0.00119095,5.44281e-05,3.37016e-06,5.32869e-06,0.324296,0.212053,0.211063,0.211063,0.314756,0.092657,0.00573727,0.00954024,0.0167233,-0.000990123
0.625,22.5,27.2363,-0.00125039,-0.00140387,-0.0012498,8.08405e-05,3.53663e-06,5.5919e-06,0.476888,0.211858,0.210909,0.210909,0.466648,0.131329,0.00574541,0.01024,0.0169316,-0.000948547
0.635,19.5,57.1833,-0.00106851,-0.00118872,-0.00106797,5.57915e-05,3.02221e-06,4.77854e-06,0.446296,0.207449,0.206428,0.206428,0.436285,0.104902,0.00568251,0.0100113,0.0160114,-0.00102044
0.635,20.5,63.3897,-0.00112798,-0.0010843,-0.00112744,5.299e-05,3.19041e-06,5.04448e-06,0.130673,0.207225,0.206261,0.206261,0.122012,0.0945893,0.00569501,0.0086617,0.0163222,-0.000963551
0.635,21.5,55.1735,-0.00118724,-0.00116071,-0.0011867,5.67986e-05,3.35802e-06,5.3095e-06,0.162414,0.207019,0.206104,0.206104,0.153601,0.0965085,0.00570573,0.00881257,0.0165902,-0.000914566
0.635,22.5,35.4478,-0.00124613,-0.00117058,-0.00124559,7.08612e-05,3.52458e-06,5.57285e-06,0.0878152,0.20683,0.205956,0.205956,0.0793015,0.114889,0.0057145,0.00851364,0.0168118,-0.000874244
0.645,19.5,46.1908,-0.00106437,-0.000956618,-0.00106387,6.20762e-05,3.0105e-06,4.76002e-06,0.00950441,0.202468,0.201527,0.201527,0.00138826,0.116513,0.00565051,0.00811615,0.0158615,-0.000941284
0.645,20.5,55.3747,-0.00112374,-0.00105594,-0.00112324,5.66953e-05,3.17841e-06,5.0255e-06,0.0848237,0.202254,0.201366,0.201366,0.0763801,0.101021,0.00566336,0.0084436,0.0161787,-0.000888569
0.645,21.5,48.0477,-0.00118294,-0.00117772,-0.00118245,6.08649e-05,3.34587e-06,5.29029e-06,0.193208,0.202057,0.201214,0.201214,0.184292,0.103226,0.00567454,0.00891549,0.0164558,-0.000842562
0.645,22.5,43.8605,-0.00124184,-0.00121436,-0.00124134,6.37039e-05,3.51246e-06,5.55368e-06,0.157865,0.201875,0.201071,0.201071,0.149083,0.103086,0.00568387,0.00878113,0.0166892,-0.000803947
0.645,23.5,4.5197,-0.00130027,-0.00143053,-0.00129977,0.000198449,3.67771e-06,5.81497e-06,0.413446,0.201709,0.200936,0.200936,0.40354,0.307097,0.00569122,0.00990612,0.0168757,-0.000773308
0.655,19.5,28.3395,-0.00106028,-0.00101137,-0.00105981,7.92514e-05,2.99891e-06,4.7417e-06,0.107898,0.197572,0.196707,0.196707,0.099407,0.148493,0.00561904,0.00849134,0.015713,-0.00086583
0.655,20.5,55.0836,-0.00111952,-0.00109406,-0.00111906,5.68449e-05,3.16648e-06,5.00665e-06,0.152562,0.197369,0.196552,0.196552,0.143864,0.10111,0.0056322,0.00869792,0.0160356,-0.000817272
0.655,21.5,42.3105,-0.00117866,-0.00121769,-0.0011782,6.48603e-05,3.33376e-06,5.27113e-06,0.264309,0.19718,0.196406,0.196406,0.255117,0.109803,0.00564378,0.00919148,0.0163207,-0.000774391
0.655,22.5,40.1602,-0.00123755,-0.0012002,-0.00123709,6.65741e-05,3.50031e-06,5.53447e-06,0.13754,0.197006,0.196268,0.196268,0.12887,0.107529,0.00565363,0.00866945,0.0165646,-0.000737798
0.655,23.5,12.9218,-0.00129602,-0.0012113,-0.00129556,0.000117366,3.6657e-06,5.79599e-06,0.0699492,0.196846,0.196138,0.196138,0.0615479,0.181269,0.0056616,0.00840125,0.0167642,-0.000708021
0.665,19.5,15.8589,-0.00105622,-0.00126074,-0.00105579,0.000105942,2.98744e-06,4.72355e-06,0.613718,0.192752,0.191959,0.191959,0.603044,0.198166,0.00558806,0.010674,0.0155661,-0.000793286
0.665,20.5,43.9042,-0.00111533,-0.0011854,-0.00111491,6.36722e-05,3.15464e-06,4.98793e-06,0.320767,0.192559,0.19181,0.19181,0.311381,0.113058,0.00560148,0.00938625,0.0158933,-0.000748829
0.665,21.5,39.9363,-0.00117439,-0.0011984,-0.00117397,6.67604e-05,3.32168e-06,5.25204e-06,0.233343,0.192379,0.19167,0.19167,0.224312,0.112821,0.00561343,0.0090306,0.0161852,-0.000709163
0.665,22.5,33.3105,-0.00123325,-0.00113336,-0.00123283,7.30992e-05,3.48814e-06,5.51524e-06,0.0371329,0.192212,0.191538,0.191538,0.0289035,0.117854,0.00562374,0.00822941,0.0164385,-0.000674827
0.665,23.5,22.1957,-0.00129175,-0.00135895,-0.00129133,8.95506e-05,3.65362e-06,5.77688e-06,0.298287,0.192059,0.191412,0.191412,0.288945,0.138048,0.00563228,0.00934212,0.0166499,-0.000646293
0.675,19.5,2.0426,-0.0010522,-0.000929288,-0.00105182,0.000295197,2.97608e-06,4.7056e-06,-0.0296051,0.188003,0.18728,0.18728,-0.0374873,0.551251,0.00555755,0.00788213,0.015421,-0.000723523
0.675,20.5,36.183,-0.00111118,-0.00111492,-0.0011108,7.01376e-05,3.14289e-06,4.96935e-06,0.194453,0.18782,0.187137,0.187137,0.185635,0.124328,0.00557121,0.0088182,0.0157518,-0.000683074
0.675,21.5,37.2277,-0.00117014,-0.00117875,-0.00116976,6.91464e-05,3.30965e-06,5.23302e-06,0.202221,0.187649,0.187003,0.187003,0.19335,0.116652,0.00558348,0.00887103,0.0160497,-0.000646652
0.675,22.5,32.611,-0.00122894,-0.00111195,-0.00122856,7.3879e-05,3.47598e-06,5.49601e-06,0.00729889,0.18749,0.186876,0.186876,-0.000785125,0.1189,0.00559421,0.00808402,0.0163113,-0.000614731
0.675,23.5,27.4313,-0.00128745,-0.00138877,-0.00128707,8.05526e-05,3.64147e-06,5.75767e-06,0.349266,0.187343,0.186756,0.186756,0.339729,0.123949,0.00560325,0.009537,0.0165333,-0.00058773
0.675,24.5,1.7187,-0.00134552,-0.00110594,-0.00134514,0.000321812,3.80571e-06,6.01736e-06,-0.138513,0.187208,0.186642,0.186642,-0.146043,0.474425,0.00561049,0.00752979,0.0167129,-0.000566014
0.685,20.5,28.9424,-0.00110707,-0.00105885,-0.00110672,7.84216e-05,3.13128e-06,4.95099e-06,0.0995374,0.183174,0.182553,0.182553,0.0911396,0.138784,0.00554149,0.00839777,0.0156118,-0.000620834
0.685,21.5,32.5987,-0.00116592,-0.00123592,-0.00116557,7.38929e-05,3.29773e-06,5.21417e-06,0.304323,0.183012,0.182424,0.182424,0.295045,0.124451,0.00555404,0.00927841,0.0159148,-0.000587602
0.685,22.5,29.4813,-0.00122467,-0.0012024,-0.00122432,7.77015e-05,3.46388e-06,5.47687e-06,0.147386,0.18286,0.182302,0.182302,0.138754,0.124837,0.00556514,0.00863264,0.0161835,-0.000558157
0.685,23.5,22.4821,-0.00128316,-0.00130655,-0.00128282,8.89784e-05,3.62933e-06,5.73848e-06,0.218955,0.18272,0.182187,0.182187,0.210006,0.136671,0.00557466,0.00894866,0.016415,-0.000532869
0.685,24.5,7.5664,-0.00134127,-0.00134745,-0.00134093,0.000153376,3.7937e-06,5.99836e-06,0.191699,0.182591,0.182079,0.182079,0.182852,0.225694,0.00558245,0.0088464,0.0166064,-0.000512066
0.695,20.5,17.2136,-0.00110301,-0.00114686,-0.0011027,0.000101687,3.11979e-06,4.93283e-06,0.257546,0.17861,0.178049,0.178049,0.248517,0.179669,0.00551229,0.0090289,0.0154733,-0.00056133
0.695,21.5,25.7646,-0.00116174,-0.00112714,-0.00116143,8.31173e-05,3.28591e-06,5.19548e-06,0.121064,0.178457,0.177926,0.177926,0.112583,0.139758,0.00552509,0.00848011,0.0157805,-0.000531215
0.695,22.5,24.9974,-0.00122041,-0.00125778,-0.00122009,8.43831e-05,3.45184e-06,5.45783e-06,0.23913,0.178314,0.17781,0.17781,0.230138,0.135345,0.00553653,0.00899159,0.0160556,-0.000504274
0.695,23.5,20.9091,-0.00127888,-0.00130374,-0.00127856,9.22646e-05,3.61721e-06,5.71931e-06,0.216653,0.178181,0.1777,0.1777,0.20774,0.141474,0.00554646,0.00891309,0.0162955,-0.000480831
0.695,24.5,11.6761,-0.00133701,-0.00133959,-0.0013367,0.000123468,3.78164e-06,5.97929e-06,0.181846,0.178057,0.177596,0.177596,0.173065,0.181359,0.00555476,0.00878031,0.0164975,-0.000461174
0.705,20.5,14.3651,-0.001099,-0.00110831,-0.00109871,0.000111314,3.10844e-06,4.91487e-06,0.190616,0.174121,0.173617,0.173617,0.181895,0.196367,0.00548357,0.00872075,0.0153363,-0.000504392
0.705,21.5,27.9128,-0.0011576,-0.00116326,-0.00115732,7.98548e-05,3.27419e-06,5.17694e-06,0.183509,0.173977,0.1735,0.1735,0.174796,0.134057,0.00549658,0.00871242,0.0156471,-0.000477299
0.705,22.5,25.1654,-0.00121617,-0.0012253,-0.00121589,8.4101e-05,3.43986e-06,5.43889e-06,0.188511,0.173842,0.173389,0.173389,0.179758,0.134673,0.00550832,0.00875241,0.0159277,-0.000452854
0.705,23.5,19.539,-0.0012746,-0.00118556,-0.00127431,9.54447e-05,3.6051e-06,5.70017e-06,0.0417282,0.173715,0.173284,0.173284,0.0335622,0.146105,0.00551863,0.00816604,0.0161752,-0.000431337
0.705,24.5,16.615,-0.00133274,-0.00137443,-0.00133245,0.000103503,3.76955e-06,5.96017e-06,0.235644,0.173598,0.173185,0.173185,0.226661,0.15177,0.0055274,0.00898227,0.0163867,-0.000413002
0.705,25.5,0.334,-0.00139046,-0.00170459,-0.00139018,0.000730012,3.93281e-06,6.21832e-06,0.667932,0.17349,0.173091,0.173091,0.65701,1.02732,0.00553451,0.0109215,0.0165599,-0.000398081
0.715,20.5,3.9693,-0.00109505,-0.001215,-0.0010948,0.000211761,3.09727e-06,4.89722e-06,0.392297,0.169743,0.169291,0.169291,0.382746,0.372994,0.00545552,0.00955049,0.0152014,-0.000451168
0.715,21.5,25.824,-0.00115352,-0.00119446,-0.00115326,8.30216e-05,3.26264e-06,5.15868e-06,0.239384,0.169607,0.16918,0.16918,0.230464,0.139158,0.00546872,0.00891983,0.0155151,-0.000426933
0.715,22.5,19.7517,-0.00121199,-0.00104628,-0.00121174,9.49294e-05,3.42802e-06,5.42018e-06,-0.0796252,0.169479,0.169074,0.169074,-0.0872715,0.151773,0.00548072,0.0076463,0.0158005,-0.000404899
0.715,23.5,19.3474,-0.00127035,-0.00132246,-0.0012701,9.59161e-05,3.5931e-06,5.68119e-06,0.250552,0.16936,0.168975,0.168975,0.241548,0.14659,0.00549137,0.00900496,0.0160546,-0.000385307
0.715,24.5,15.1761,-0.00132848,-0.00119365,-0.00132823,0.000108299,3.75751e-06,5.94115e-06,-0.0192057,0.169249,0.168881,0.168881,-0.0271186,0.158537,0.00550056,0.00791292,0.0162747,-0.000368378
0.715,25.5,3.6628,-0.00138624,-0.00130833,-0.00138599,0.000220443,3.92089e-06,6.19947e-06,0.0624913,0.169146,0.168792,0.168792,0.0542388,0.309685,0.00550818,0.00825251,0.0164585,-0.000354317
0.725,20.5,0.3122,-0.00109116,-0.00168446,-0.00109093,0.000755069,3.08626e-06,4.8798e-06,1.55769,0.165441,0.165041,0.165041,1.54245,1.32798,0.00542797,0.0152364,0.0150685,-0.000400317
0.725,21.5,20.3661,-0.00114948,-0.00137613,-0.00114925,9.34865e-05,3.25121e-06,5.14062e-06,0.582649,0.165314,0.164935,0.164935,0.572259,0.156462,0.00544133,0.0103903,0.0153844,-0.000378809
0.725,22.5,15.9652,-0.00120784,-0.00133773,-0.00120761,0.000105588,3.41629e-06,5.40162e-06,0.383415,0.165194,0.164835,0.164835,0.373885,0.168555,0.00545356,0.00952927,0.0156738,-0.000359119
0.725,23.5,17.0161,-0.00126613,-0.00130586,-0.00126591,0.000102276,3.58116e-06,5.66231e-06,0.226599,0.165081,0.16474,0.16474,0.21772,0.156063,0.00546452,0.00887858,0.0159338,-0.000341454
0.725,24.5,13.2159,-0.00132423,-0.00135226,-0.00132401,0.000116053,3.7455e-06,5.92215e-06,0.206341,0.164977,0.164651,0.164651,0.197531,0.169612,0.00547409,0.00880959,0.0161617,-0.000326004
0.725,25.5,6.0893,-0.00138202,-0.00134812,-0.00138179,0.00017097,3.90894e-06,6.18057e-06,0.117879,0.164879,0.164566,0.164566,0.109423,0.23978,0.00548217,0.00845615,0.016355,-0.000312949
0.735,21.5,13.0135,-0.00114549,-0.00110669,-0.00114529,0.000116952,3.23994e-06,5.1228e-06,0.0972655,0.16111,0.160776,0.160776,0.0889819,0.195446,0.00541449,0.00828359,0.0152553,-0.000333486
0.735,22.5,14.8625,-0.00120374,-0.00126877,-0.00120354,0.000109435,3.40468e-06,5.38327e-06,0.267315,0.160998,0.160682,0.160682,0.258309,0.174435,0.00542692,0.00900576,0.0155481,-0.000316034
0.735,23.5,15.6827,-0.00126195,-0.00120741,-0.00126175,0.000106535,3.56932e-06,5.6436e-06,0.0794326,0.160892,0.160592,0.160592,0.0711842,0.162315,0.00543815,0.00824839,0.0158132,-0.000300251
0.735,24.5,12.7351,-0.00132001,-0.00114925,-0.00131981,0.000118223,3.73354e-06,5.90325e-06,-0.0742948,0.160794,0.160507,0.160507,-0.0819481,0.172514,0.00544807,0.0076533,0.016048,-0.000286301
0.735,25.5,8.788,-0.0013778,-0.00131895,-0.0013776,0.000142317,3.897e-06,6.16169e-06,0.0799119,0.160702,0.160427,0.160427,0.071633,0.199273,0.00545658,0.00827897,0.01625,-0.000274337
0.745,21.5,9.0642,-0.00114159,-0.00111328,-0.00114141,0.000140132,3.2289e-06,5.10534e-06,0.110318,0.157033,0.156741,0.156741,0.102006,0.233853,0.0053884,0.00831256,0.0151283,-0.000291681
0.745,22.5,12.9402,-0.00119971,-0.00122005,-0.00119953,0.000117282,3.39329e-06,5.36526e-06,0.189554,0.156928,0.156652,0.156652,0.180898,0.186675,0.005401,0.00865639,0.0154239,-0.000276316
